,HURTO A ENTIDADES COMERCIALES,HURTO A PERSONAS,LESIONES CULPOSAS (EN ACCIDENTE DE TRANSITO),HURTO A RESIDENCIAS,LESIONES PERSONALES,HURTO A MOTOCICLETAS,HOMICIDIO CULPOSO (EN ACCIDENTE DE TRÁNSITO),EXTORSIÓN,VIOLENCIA INTRAFAMILIAR,HOMICIDIO,HURTO A AUTOMOTORES,LESIONES CULPOSAS,ACTO SEXUAL VIOLENTO,ACCESO CARNAL VIOLENTO,ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,FEMINICIDIO,HURTO A ABIGEATO,ACTOS SEXUALES CON MENOR DE 14 AÑOS,ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON PERSONA EN INCAPACIDAD DE RESISTIR,LESIONES PERSONALES (CIRCUNSTANCIAS DE AGRAVACIÓN),ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ACOSO SEXUAL,UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,PORNOGRAFÍA CON MENORES,VICTIMA_POINT,GENERO_VICTIMA,EDAD_VICTIMA,COMUNA,UNIDAD_ESPACIAL
4336,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 31.0, MUTIS, VILLA ROSA",FEMENINO,31.0,MUTIS,VILLA ROSA
4337,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 45.0, NOR ORIENTAL, 13 DE JUNIO",MASCULINO,45.0,NOR ORIENTAL,13 DE JUNIO
4338,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 37.0, NOR ORIENTAL, ALFONSO LOPEZ",MASCULINO,37.0,NOR ORIENTAL,ALFONSO LOPEZ
4339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 37.0, NOR ORIENTAL, ALTOS DEL PROGRESO",MASCULINO,37.0,NOR ORIENTAL,ALTOS DEL PROGRESO
4340,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 24.0, NOR ORIENTAL, ALTOS DEL PROGRESO",FEMENINO,24.0,NOR ORIENTAL,ALTOS DEL PROGRESO
4341,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 20.0, NOR ORIENTAL, ALTOS DEL PROGRESO",FEMENINO,20.0,NOR ORIENTAL,ALTOS DEL PROGRESO
4342,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 25.0, NOR ORIENTAL, ALTOS DEL PROGRESO",FEMENINO,25.0,NOR ORIENTAL,ALTOS DEL PROGRESO
4343,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 31.0, NOR ORIENTAL, BALCONES DEL KENEDY",MASCULINO,31.0,NOR ORIENTAL,BALCONES DEL KENEDY
4344,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 40.0, NOR ORIENTAL, BETANIA",FEMENINO,40.0,NOR ORIENTAL,BETANIA
4345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 35.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,35.0,NOR ORIENTAL,BOSQUE NORTE
4346,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 23.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,23.0,NOR ORIENTAL,BOSQUE NORTE
4347,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 13.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,13.0,NOR ORIENTAL,BOSQUE NORTE
4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 30.0, NOR ORIENTAL, BOSQUE NORTE",MASCULINO,30.0,NOR ORIENTAL,BOSQUE NORTE
4349,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 19.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,19.0,NOR ORIENTAL,BOSQUE NORTE
4350,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 39.0, NOR ORIENTAL, BOSQUE NORTE",MASCULINO,39.0,NOR ORIENTAL,BOSQUE NORTE
4351,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 52.0, NOR ORIENTAL, BOSQUE NORTE",MASCULINO,52.0,NOR ORIENTAL,BOSQUE NORTE
4352,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 18.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,18.0,NOR ORIENTAL,BOSQUE NORTE
4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 65.0, NOR ORIENTAL, BOSQUE NORTE",MASCULINO,65.0,NOR ORIENTAL,BOSQUE NORTE
4354,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 55.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,55.0,NOR ORIENTAL,BOSQUE NORTE
4355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 40.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,40.0,NOR ORIENTAL,BOSQUE NORTE
4356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 45.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,45.0,NOR ORIENTAL,BOSQUE NORTE
4357,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 29.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,29.0,NOR ORIENTAL,BOSQUE NORTE
4358,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 30.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,30.0,NOR ORIENTAL,BOSQUE NORTE
4359,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 59.0, NOR ORIENTAL, BOSQUE NORTE",MASCULINO,59.0,NOR ORIENTAL,BOSQUE NORTE
4360,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 37.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,37.0,NOR ORIENTAL,BOSQUE NORTE
4361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 34.0, NOR ORIENTAL, BOSQUE NORTE",FEMENINO,34.0,NOR ORIENTAL,BOSQUE NORTE
4362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 25.0, NOR ORIENTAL, CAFE MADRID",FEMENINO,25.0,NOR ORIENTAL,CAFE MADRID
4363,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 58.0, NOR ORIENTAL, CAFE MADRID",MASCULINO,58.0,NOR ORIENTAL,CAFE MADRID
4364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 39.0, NOR ORIENTAL, CAFE MADRID",FEMENINO,39.0,NOR ORIENTAL,CAFE MADRID
4365,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 27.0, NOR ORIENTAL, CAMPESTRE NORTE",FEMENINO,27.0,NOR ORIENTAL,CAMPESTRE NORTE
4366,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 46.0, NOR ORIENTAL, CANDADO",MASCULINO,46.0,NOR ORIENTAL,CANDADO
4367,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 33.0, NOR ORIENTAL, CENTRO",MASCULINO,33.0,NOR ORIENTAL,CENTRO
4368,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 43.0, NOR ORIENTAL, CENTRO",MASCULINO,43.0,NOR ORIENTAL,CENTRO
4369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 41.0, NOR ORIENTAL, CHITOTA",FEMENINO,41.0,NOR ORIENTAL,CHITOTA
4370,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 63.0, NOR ORIENTAL, CHITOTA",MASCULINO,63.0,NOR ORIENTAL,CHITOTA
4371,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 24.0, NOR ORIENTAL, CLAVERIANO",MASCULINO,24.0,NOR ORIENTAL,CLAVERIANO
4372,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 30.0, NOR ORIENTAL, COLORADOS",MASCULINO,30.0,NOR ORIENTAL,COLORADOS
4373,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 27.0, NOR ORIENTAL, COLORADOS",FEMENINO,27.0,NOR ORIENTAL,COLORADOS
4374,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 25.0, NOR ORIENTAL, COMUNA MUTIS",MASCULINO,25.0,NOR ORIENTAL,COMUNA MUTIS
4375,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 29.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,29.0,NOR ORIENTAL,COMUNA NORORIENTAL
4376,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 77.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,77.0,NOR ORIENTAL,COMUNA NORORIENTAL
4377,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 24.0, NOR ORIENTAL, COMUNA NORORIENTAL",FEMENINO,24.0,NOR ORIENTAL,COMUNA NORORIENTAL
4378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 49.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,49.0,NOR ORIENTAL,COMUNA NORORIENTAL
4379,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 68.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,68.0,NOR ORIENTAL,COMUNA NORORIENTAL
4380,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 24.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,24.0,NOR ORIENTAL,COMUNA NORORIENTAL
4381,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 16.0, NOR ORIENTAL, COMUNA NORORIENTAL",FEMENINO,16.0,NOR ORIENTAL,COMUNA NORORIENTAL
4382,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 56.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,56.0,NOR ORIENTAL,COMUNA NORORIENTAL
4383,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 35.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,35.0,NOR ORIENTAL,COMUNA NORORIENTAL
4384,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 58.0, NOR ORIENTAL, COMUNA NORORIENTAL",FEMENINO,58.0,NOR ORIENTAL,COMUNA NORORIENTAL
4385,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 48.0, NOR ORIENTAL, COMUNA NORORIENTAL",FEMENINO,48.0,NOR ORIENTAL,COMUNA NORORIENTAL
4386,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 60.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,60.0,NOR ORIENTAL,COMUNA NORORIENTAL
4387,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 20.0, NOR ORIENTAL, COMUNA NORORIENTAL",MASCULINO,20.0,NOR ORIENTAL,COMUNA NORORIENTAL
4388,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 22.0, NOR ORIENTAL, COMUNA NORTE",MASCULINO,22.0,NOR ORIENTAL,COMUNA NORTE
4389,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 15.0, NOR ORIENTAL, COMUNA NORTE",MASCULINO,15.0,NOR ORIENTAL,COMUNA NORTE
4390,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 31.0, NOR ORIENTAL, COMUNA NORTE",FEMENINO,31.0,NOR ORIENTAL,COMUNA NORTE
4391,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 33.0, NOR ORIENTAL, COMUNA NORTE",MASCULINO,33.0,NOR ORIENTAL,COMUNA NORTE
4392,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 26.0, NOR ORIENTAL, COMUNA NORTE",MASCULINO,26.0,NOR ORIENTAL,COMUNA NORTE
4393,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 37.0, NOR ORIENTAL, COMUNA NORTE",MASCULINO,37.0,NOR ORIENTAL,COMUNA NORTE
4394,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 22.0, NOR ORIENTAL, COMUNA OCCIDENTAL",MASCULINO,22.0,NOR ORIENTAL,COMUNA OCCIDENTAL
4395,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 25.0, NOR ORIENTAL, COMUNEROS",MASCULINO,25.0,NOR ORIENTAL,COMUNEROS
4396,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 23.0, NOR ORIENTAL, COMUNEROS",FEMENINO,23.0,NOR ORIENTAL,COMUNEROS
4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 63.0, NOR ORIENTAL, COMUNEROS",FEMENINO,63.0,NOR ORIENTAL,COMUNEROS
4398,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 26.0, NOR ORIENTAL, COMUNEROS",MASCULINO,26.0,NOR ORIENTAL,COMUNEROS
4399,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 49.0, NOR ORIENTAL, COMUNEROS",MASCULINO,49.0,NOR ORIENTAL,COMUNEROS
4400,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 29.0, NOR ORIENTAL, COMUNEROS",MASCULINO,29.0,NOR ORIENTAL,COMUNEROS
4401,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 32.0, NOR ORIENTAL, COMUNEROS",FEMENINO,32.0,NOR ORIENTAL,COMUNEROS
4402,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 22.0, NOR ORIENTAL, COMUNEROS",MASCULINO,22.0,NOR ORIENTAL,COMUNEROS
4403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 73.0, NOR ORIENTAL, COMUNEROS",MASCULINO,73.0,NOR ORIENTAL,COMUNEROS
4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 30.0, NOR ORIENTAL, COMUNEROS",FEMENINO,30.0,NOR ORIENTAL,COMUNEROS
4405,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 42.0, NOR ORIENTAL, COMUNEROS",FEMENINO,42.0,NOR ORIENTAL,COMUNEROS
4406,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 50.0, NOR ORIENTAL, CORREGIMIENTO 1",MASCULINO,50.0,NOR ORIENTAL,CORREGIMIENTO 1
4407,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 18.0, NOR ORIENTAL, CORREGIMIENTO 2",FEMENINO,18.0,NOR ORIENTAL,CORREGIMIENTO 2
4408,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 25.0, NOR ORIENTAL, CORREGIMIENTO 2",MASCULINO,25.0,NOR ORIENTAL,CORREGIMIENTO 2
4409,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 27.0, NOR ORIENTAL, CORREGIMIENTO 2",FEMENINO,27.0,NOR ORIENTAL,CORREGIMIENTO 2
4410,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 37.0, NOR ORIENTAL, CORREGIMIENTO 2",MASCULINO,37.0,NOR ORIENTAL,CORREGIMIENTO 2
4411,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MASCULINO, 31.0, NOR ORIENTAL, CORREGIMIENTO 3",MASCULINO,31.0,NOR ORIENTAL,CORREGIMIENTO 3
4412,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 25.0, NOR ORIENTAL, CORREGIMIENTO 3",FEMENINO,25.0,NOR ORIENTAL,CORREGIMIENTO 3
4413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 69.0, NOR ORIENTAL, CORREGIMIENTO 3",FEMENINO,69.0,NOR ORIENTAL,CORREGIMIENTO 3
4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FEMENINO, 28.0, NOR ORIENTAL, CORREGIMIENTO 3",FEMENINO,28.0,NOR ORIENTAL,CORREGIMIENTO 3
